WARNING: 1 open meshes merged
     Merged: Main_Wing
...Mass Properties...
45 Num Comps
38 Total Num Meshes
70608 Total Num Tris

1.135891057322639e+03             Total Mass
2.659475224265967e+01 -1.594777251920169e-05 -4.384094526893802e-02       Center of Gravity
2.117280115161348e+04 8.631919491773444e+04 1.057309812222076e+05       Ixx, Iyy, Izz
-4.115939108620534e-01 2.468335188106527e+02 3.308481041248168e-01       Ixy, Ixz, Iyz
1.023495560824521e+03             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
1.135065750000000e+01	7.761333277378490e+01	8.609150018769396e+00	-2.413359669279514e-05	-2.000106744519610e-01	2.143760006164837e+01	7.560519512059103e+01	8.402284209904303e+01	-6.349173857651513e-02	-1.536935957782818e-02	4.811756334642214e-02	1.792842762048587e+02
1.160012250000000e+01	7.767797517690690e+01	8.611639059561437e+00	-2.411353124325432e-05	-1.999159901356823e-01	2.144804150107204e+01	7.618528488051790e+01	8.461047856308443e+01	-6.348410782285084e-02	6.610031345263951e-03	4.814120321604309e-02	1.835325952056020e+02
1.184958750000000e+01	7.784035584093367e+01	8.618393656353330e+00	-2.406318671985792e-05	-1.990983256453359e-01	2.149835069545165e+01	7.791425732973403e+01	8.633382149807113e+01	-6.353326388103489e-02	2.122578057524406e-01	4.822730096123054e-02	1.878787501371198e+02
1.209905250000000e+01	7.809969837477354e+01	8.629951740478212e+00	-2.398323818530638e-05	-1.968453902822671e-01	2.165671315095312e+01	8.117716675201596e+01	8.949899512474347e+01	-6.360594950079806e-02	8.226439924276313e-01	4.836023008158156e-02	1.923457193538558e+02
1.234851750000000e+01	7.863396400759177e+01	8.655216928539891e+00	-2.382029929431381e-05	-1.937508072827372e-01	2.191660890193818e+01	8.871593166494057e+01	9.690895408730329e+01	-6.387752341778162e-02	1.721319282098293e+00	4.873019256659406e-02	1.969274075074669e+02
1.259798250000000e+01	7.944093566495481e+01	8.695268068939521e+00	-2.331271338753779e-05	-1.891866664560505e-01	2.236424222838846e+01	1.014467773909719e+02	1.094812002669359e+02	-6.421886706415672e-02	3.136289170656535e+00	4.931219062419687e-02	2.016133675691412e+02
1.284744750000000e+01	8.036521812713869e+01	8.743022392481562e+00	-2.304542142312046e-05	-1.842554087196039e-01	2.289908963213825e+01	1.175678026675800e+02	1.254228049273886e+02	-6.467835705487654e-02	4.762786700910306e+00	5.002688191582476e-02	2.063968169115203e+02
1.309691250000000e+01	8.150072867843991e+01	8.803683054496000e+00	-2.270152010344189e-05	-1.774583261544352e-01	2.371598221538595e+01	1.394030783975145e+02	1.468843583570365e+02	-6.520627337288479e-02	7.140997266420647e+00	5.084506870694432e-02	2.112803033036397e+02
1.334637750000000e+01	8.301463886866374e+01	8.886526652996771e+00	-4.184500693652449e-05	-1.649340502004360e-01	2.544483137532658e+01	1.715527147355851e+02	1.778456800428649e+02	-7.337439982732079e-02	1.177774066554745e+01	4.948354909981639e-02	2.162435103326771e+02
1.359584250000000e+01	8.472481199825197e+01	8.981584348969646e+00	-1.216617638839622e-04	-1.495875067158627e-01	2.777560407747190e+01	2.107508745671239e+02	2.153467591667478e+02	-1.057568506389624e-01	1.777717534258398e+01	4.084952773539257e-02	2.212773051322797e+02
1.384530750000000e+01	8.633280565409579e+01	9.072173736299105e+00	-1.198932173202026e-04	-1.336391668361680e-01	3.059443360261303e+01	2.506489053803668e+02	2.529690461445450e+02	-1.062651604349097e-01	2.434895903157980e+01	4.204202526065037e-02	2.263806939371149e+02
1.409477250000000e+01	8.745614955920334e+01	9.136687275226233e+00	-1.183532850648819e-04	-1.210666823346254e-01	3.345520156756889e+01	2.813465417993601e+02	2.811093882708180e+02	-1.064386204031773e-01	2.980046497989213e+01	4.296300650729062e-02	2.315485753176372e+02
1.434423750000000e+01	8.777037988221541e+01	9.155331038548532e+00	-1.179295636335134e-04	-1.180298741803445e-01	3.429593039200871e+01	2.906573069566422e+02	2.896294437296580e+02	-1.064110975167113e-01	3.118349762186050e+01	4.322105505452099e-02	2.367602464286429e+02
1.459370250000000e+01	8.822046802722724e+01	9.183076827906785e+00	-1.173279039537813e-04	-1.152137580910559e-01	3.453848305391653e+01	3.040699072277662e+02	3.029587474054030e+02	-1.064187817203680e-01	3.252766405752397e+01	4.354148938020027e-02	2.420200680888010e+02
1.484316750000000e+01	8.905974534887284e+01	9.236416142104654e+00	-1.162222343990776e-04	-1.065324902931019e-01	3.555866314400924e+01	3.315648819484585e+02	3.297741789021457e+02	-1.065009310670113e-01	3.686243934730992e+01	4.423275225003497e-02	2.473199960990115e+02
1.509263250000000e+01	8.992757611800161e+01	9.292930561434584e+00	-1.151006515051664e-04	-9.130729446691591e-02	3.803893977521113e+01	3.633457552906357e+02	3.594466307630932e+02	-1.065959161883671e-01	4.480309239031129e+01	4.507546416289955e-02	2.526486224878043e+02
1.534209750000000e+01	9.077988603500621e+01	9.349724694987119e+00	-1.140199999311942e-04	-7.031051927606946e-02	4.258734538018602e+01	3.986234675553014e+02	3.905299563855421e+02	-1.066388909713678e-01	5.622497136784951e+01	4.593633435862879e-02	2.580105764212879e+02
1.559156250000000e+01	9.129358641076327e+01	9.384846925933580e+00	-1.133784201761267e-04	-5.551182780411969e-02	4.625179596668594e+01	4.221026676298239e+02	4.105313802928353e+02	-1.066385827845831e-01	6.461035094800707e+01	4.645223747367317e-02	2.634042673810481e+02
1.584102750000000e+01	9.137277958822187e+01	9.390442525150448e+00	-1.132801546161924e-04	-5.296178356398314e-02	4.694603750169880e+01	4.260870075487952e+02	4.138395159475733e+02	-1.066199214665920e-01	6.611336204940339e+01	4.651657639108392e-02	2.688130442234984e+02
1.609049250000000e+01	9.437803100034155e+01	9.603790212475200e+00	-1.096930992549601e-04	-4.411074381755861e-02	5.168442410904603e+01	5.595370301459408e+02	5.464296497563712e+02	-1.070077501556037e-01	7.153162483415498e+01	4.870744898661584e-02	2.742387373472679e+02
1.633995750000000e+01	9.822273057011692e+01	9.867461761025648e+00	-1.053994188705931e-04	-3.357703212079701e-02	5.806228335395977e+01	7.309325375277741e+02	7.167680686987602e+02	-1.076967464099540e-01	7.822790730732883e+01	5.160598613365810e-02	2.796845743254190e+02
1.658942250000000e+01	1.024142694205894e+02	1.014257342025208e+01	-1.010857059327254e-04	-2.299417444586104e-02	6.558416384012205e+01	9.169668370627746e+02	9.016489196981850e+02	-1.085993961015127e-01	8.521472164247793e+01	5.467865833875439e-02	2.851432662407113e+02
1.683888750000000e+01	1.068672901222603e+02	1.042160010080034e+01	-9.687359630923351e-05	-1.266058077784007e-02	7.402502365777298e+01	1.113206777078004e+03	1.096677250498422e+03	-1.095658378242270e-01	9.230094302322509e+01	5.795833313438024e-02	2.906158246719493e+02
1.708835250000000e+01	1.115779720989575e+02	1.070306202181605e+01	-9.278371462772827e-05	-2.626849688968515e-03	8.342487567109296e+01	1.319130717436702e+03	1.301334772810838e+03	-1.106859481316746e-01	9.944899241809001e+01	6.149663959590274e-02	2.960991259600033e+02
1.733781750000000e+01	1.164471118568793e+02	1.098048883960282e+01	-8.896836141622241e-05	6.891176793436080e-03	9.343167044212267e+01	1.530215532828269e+03	1.511137029786737e+03	-1.120915338370480e-01	1.064945294874807e+02	6.509682041760521e-02	3.015948309396073e+02
1.758728250000000e+01	1.214745971298970e+02	1.125392508565183e+01	-8.463797521420507e-05	1.591800749803508e-02	1.040656468310798e+02	1.746611865978300e+03	1.726237036268254e+03	-1.131545571591759e-01	1.134386310142184e+02	6.880697789758858e-02	3.070982376664018e+02
1.783674750000000e+01	1.266537232103254e+02	1.152310996537595e+01	-8.117695777449338e-05	2.446779134070701e-02	1.153193290096296e+02	1.968212324692987e+03	1.946529619730228e+03	-1.149587878374981e-01	1.202747957244557e+02	7.256973253071398e-02	3.126082705339680e+02
1.808621250000000e+01	1.319299871486340e+02	1.178558752620409e+01	-7.747009294688019e-05	3.248772985818593e-02	1.269733490265556e+02	2.192940922005154e+03	2.169956273157556e+03	-1.165849280913874e-01	1.269406432129744e+02	7.633136956408422e-02	3.181385086757601e+02
1.833567750000000e+01	1.373020126677928e+02	1.204186381675754e+01	-7.443902801071759e-05	4.001989031384622e-02	1.390301529733444e+02	2.421148075558579e+03	2.396869219177152e+03	-1.187082178233696e-01	1.334489119626328e+02	8.012789654784599e-02	3.237061080757781e+02
1.858514250000000e+01	1.427478290901168e+02	1.229148929082726e+01	-7.159918600561449e-05	4.707686406014962e-02	1.513999376966183e+02	2.652310352331513e+03	2.626747653073104e+03	-1.209729097928393e-01	1.397882577144366e+02	8.398926152007564e-02	3.293258197224842e+02
1.883460750000000e+01	1.482363085993818e+02	1.253374957480932e+01	-6.894821156512767e-05	5.366450415991997e-02	1.639474187400268e+02	2.885564592825782e+03	2.858733135662223e+03	-1.233057640843537e-01	1.459405328119921e+02	8.784045165887887e-02	3.350104391049375e+02
1.908407250000000e+01	1.537482564823539e+02	1.276858175701644e+01	-6.647638549411934e-05	5.969793618468246e-02	1.765879511199304e+02	3.120628755931005e+03	3.092494505408741e+03	-1.257506504676588e-01	1.517982797797907e+02	9.171974885327122e-02	3.407680313892737e+02
1.933353750000000e+01	1.592804444651497e+02	1.299659825578300e+01	-6.416750280495368e-05	6.505204360530074e-02	1.893099874522398e+02	3.357920636974056e+03	3.328365245933048e+03	-1.283407062748394e-01	1.572017588248372e+02	9.558734879661882e-02	3.465971488999419e+02
1.958300250000000e+01	1.648495330249946e+02	1.321910582285893e+01	-6.199974109398638e-05	6.964200502550817e-02	2.021972427286332e+02	3.598679651133940e+03	3.567496773331344e+03	-1.310083047524698e-01	1.620163348421780e+02	9.944500372505494e-02	3.525036682939893e+02
1.983246750000000e+01	1.704622443187806e+02	1.343686014096924e+01	-5.995831163598092e-05	7.348173803358603e-02	2.152926095133139e+02	3.843635754332363e+03	3.810577265570381e+03	-1.337589353714906e-01	1.662017562238057e+02	1.033303173344322e-01	3.584946028812618e+02
2.008193250000000e+01	1.761080540798838e+02	1.364989306887177e+01	-5.803612117834686e-05	7.670002174862103e-02	2.285545191525625e+02	4.092694989635932e+03	4.057545596548597e+03	-1.366510659751277e-01	1.698465074229545e+02	1.072034831296107e-01	3.645773430000781e+02
2.033139750000000e+01	1.817707513074169e+02	1.385804171955274e+01	-5.622812412646289e-05	7.953824040713332e-02	2.419026375846466e+02	4.345462598459915e+03	4.308116131752045e+03	-1.395720936847341e-01	1.731854408033770e+02	1.111067025564097e-01	3.707579490830756e+02
2.058086250000000e+01	1.874534637497595e+02	1.406184620805067e+01	-5.452355033958374e-05	8.205694260018415e-02	2.553367184525686e+02	4.602405609359617e+03	4.562857692580442e+03	-1.425436622454411e-01	1.762626169401986e+02	1.150400656303345e-01	3.770440186298991e+02
2.083032750000000e+01	1.931699265190960e+02	1.426214535402855e+01	-5.291003911056179e-05	8.417669090750844e-02	2.689087436247167e+02	4.864472048019907e+03	4.822780711878791e+03	-1.455575938356115e-01	1.789513867197541e+02	1.190393416148445e-01	3.834376483457254e+02
2.107979250000000e+01	1.989342275759657e+02	1.445969291096613e+01	-5.137692237111878e-05	8.580812811665120e-02	2.826803763896136e+02	5.132624331205107e+03	5.088875730557646e+03	-1.486664932875015e-01	1.810992050821380e+02	1.230787047794051e-01	3.899446920898597e+02
2.132925750000000e+01	2.047470443579220e+02	1.465472146658270e+01	-4.991831945213690e-05	8.695203572846226e-02	2.966578115413514e+02	5.407192984890457e+03	5.361483982862632e+03	-1.518286465116158e-01	1.826617322234428e+02	1.271951833370843e-01	3.965676940226972e+02
2.157872250000000e+01	2.107704550048745e+02	1.485259598150580e+01	-4.849175073856026e-05	8.766575266146964e-02	3.125478825857980e+02	5.695828871327780e+03	5.649935387639969e+03	-1.550688596940458e-01	1.836728036370807e+02	1.314458472557340e-01	4.033119983301339e+02
2.182818750000000e+01	2.170485725378884e+02	1.505436456677378e+01	-4.708681028631017e-05	8.815007177089473e-02	3.315590625439107e+02	6.000631772287637e+03	5.957606419617191e+03	-1.583862335695037e-01	1.843841073305997e+02	1.358308918644392e-01	4.101833573971923e+02
2.207765250000000e+01	2.235652663650245e+02	1.525908606875316e+01	-4.571427898512952e-05	8.825878042376913e-02	3.544047417906098e+02	6.320872513753059e+03	6.284533050011229e+03	-1.619683614348082e-01	1.845490178805529e+02	1.403487092966094e-01	4.171830983323478e+02
2.232711750000000e+01	2.303179926914388e+02	1.546631469802336e+01	-4.437404269268263e-05	8.797590848758896e-02	3.819386190496305e+02	6.656494955656920e+03	6.631530990777160e+03	-1.656969306031255e-01	1.841012036498467e+02	1.450376759920056e-01	4.243107426680571e+02
2.257658250000000e+01	2.373047150993510e+02	1.567565511234062e+01	-4.306758269123745e-05	8.729071647991717e-02	4.150620324634529e+02	7.007484577277303e+03	6.999487140932642e+03	-1.696547040657460e-01	1.829782640913406e+02	1.498996127974583e-01	4.315660122284411e+02
2.282604750000000e+01	2.445222510797659e+02	1.588671244599493e+01	-4.179636166200335e-05	8.615222048182185e-02	4.547172564250998e+02	7.373787247839698e+03	7.389280228981674e+03	-1.738631008479904e-01	1.810455419821810e+02	1.548990868360950e-01	4.389482596143957e+02
2.307551250000000e+01	2.519669981305743e+02	1.609911644492327e+01	-4.056142477506866e-05	8.459228400819811e-02	5.018900791557614e+02	7.755338598070187e+03	7.801831408703841e+03	-1.783086208449038e-01	1.783025244308135e+02	1.600367251833630e-01	4.464535296078320e+02
2.332497750000000e+01	2.596353244633520e+02	1.631253216838156e+01	-3.936344355881843e-05	8.264171310167850e-02	5.576061553939275e+02	8.152089578122462e+03	8.238118193719343e+03	-1.829382321962319e-01	1.747502062320733e+02	1.653587066052049e-01	4.540820394281939e+02
2.357444250000000e+01	2.675231591721234e+02	1.652664726982918e+01	-3.820620411980102e-05	8.033031412687915e-02	6.229206012416072e+02	8.563987433977836e+03	8.699145288075042e+03	-1.877372188851400e-01	1.703911867313014e+02	1.708300854522677e-01	4.618327548302244e+02
2.382390750000000e+01	2.756278321048492e+02	1.674121887901285e+01	-3.707482815148821e-05	7.767175162809400e-02	6.989073590029902e+02	8.991082239320980e+03	9.186014827447198e+03	-1.927823941989281e-01	1.652001697509910e+02	1.763525929102417e-01	4.697079536224231e+02
2.407337250000000e+01	2.839428002131897e+02	1.695593333374882e+01	-3.598913056206810e-05	7.469357276836451e-02	7.866295287937977e+02	9.433236101932025e+03	9.699651212682043e+03	-1.980441634901650e-01	1.591803963061848e+02	1.819987911453361e-01	4.777056533591873e+02
2.432283750000000e+01	2.924612017865886e+02	1.717050623318822e+01	-3.494088941279050e-05	7.142310905988784e-02	8.871512585187588e+02	9.890318352186356e+03	1.024098991787111e+04	-2.035168385690467e-01	1.523382374742064e+02	1.877885422879775e-01	4.858228884092538e+02
2.457230250000000e+01	3.011761613787120e+02	1.738468771116161e+01	-3.388775633346140e-05	6.788610120887377e-02	1.001530993764735e+03	1.036222220413895e+04	1.081098545064765e+04	-2.090891364095326e-01	1.446804305826664e+02	1.937549866243195e-01	4.940549821293426e+02
2.482176750000000e+01	3.100807004762922e+02	1.759825717114348e+01	-3.291441645825547e-05	6.410671976514867e-02	1.130812324234526e+03	1.084885922288138e+04	1.141059680072818e+04	-2.150045185586430e-01	1.362139493798317e+02	1.998820060462242e-01	5.024097319207541e+02
2.507123250000000e+01	3.191697865765364e+02	1.781106715205545e+01	-3.196983776940796e-05	6.011991082343283e-02	1.276010372804560e+03	1.135027824826660e+04	1.204086890365467e+04	-2.210943551313663e-01	1.269744569350649e+02	2.061309825527901e-01	5.108848377758446e+02
2.532069750000000e+01	3.284321614957117e+02	1.802285217173901e+01	-3.106823111164478e-05	5.594748709359169e-02	1.438058415559834e+03	1.186620469740008e+04	1.270246330072922e+04	-2.274413014560545e-01	1.169726104680082e+02	2.124409291405054e-01	5.194743827994934e+02
2.557016250000000e+01	3.378561955375403e+02	1.823337401623156e+01	-3.020162552237522e-05	5.160883484013284e-02	1.617829873771158e+03	1.239636903498373e+04	1.339598923117673e+04	-2.338999326252823e-01	1.062168498877257e+02	2.188588258207681e-01	5.281735065151885e+02
2.581962750000000e+01	3.474303074857937e+02	1.844242785683361e+01	-2.936916012999507e-05	4.712188079087114e-02	1.816131501257646e+03	1.294052804590982e+04	1.412201632676963e+04	-2.405014105046107e-01	9.471527708843007e+01	2.253650630770290e-01	5.369761707247163e+02
2.606909250000000e+01	3.571468185780155e+02	1.864991835583075e+01	-2.856990722328626e-05	4.254054373393863e-02	2.033705644129779e+03	1.349867698051917e+04	1.488128293053642e+04	-2.473083614958152e-01	8.257470398756372e+01	2.320454751885125e-01	5.458776809463160e+02
2.631855750000000e+01	3.669968176733365e+02	1.885574054554714e+01	-2.780303680919911e-05	3.790865174844412e-02	2.271196367097185e+03	1.407075519702431e+04	1.567437485654021e+04	-2.542621173216414e-01	6.988747826917046e+01	2.386828013751506e-01	5.548714025059251e+02
2.656802250000000e+01	3.769648376305329e+02	1.905967516427898e+01	-2.706784562408726e-05	3.323562572480301e-02	2.529099638379189e+03	1.465634151126655e+04	1.650137641673986e+04	-2.613543879416410e-01	5.665973621602924e+01	2.454754953306234e-01	5.639486771882274e+02
2.681748750000000e+01	3.867635768659889e+02	1.925622102501222e+01	-2.638207587535918e-05	2.885038914802388e-02	2.806595616264392e+03	1.523905012559205e+04	1.734598412686352e+04	-2.683339940119007e-01	4.383418833185461e+01	2.521437646882193e-01	5.731014218379920e+02
2.706695250000000e+01	3.958670798267385e+02	1.943583943920138e+01	-2.577553972669141e-05	2.500375026545870e-02	3.102124762388301e+03	1.578835345799412e+04	1.817766684688378e+04	-2.748401640429040e-01	3.221269899443916e+01	2.582334109935894e-01	5.823202367377894e+02
2.731641750000000e+01	4.040795049990230e+02	1.959600261708593e+01	-2.525192600112773e-05	2.173380457740206e-02	3.415847380128510e+03	1.629331708252493e+04	1.898594856623991e+04	-2.807615751748123e-01	2.201053331689742e+01	2.638310431657220e-01	5.915925368747652e+02
2.756588250000000e+01	4.116906931145827e+02	1.974334686377844e+01	-2.478161316268800e-05	1.882122462061191e-02	3.736400369005425e+03	1.677229565691161e+04	1.977675435494968e+04	-2.861908980679418e-01	1.262970572455351e+01	2.690407143581126e-01	6.009009531011922e+02
2.781534750000000e+01	4.178520016869565e+02	1.986237007418633e+01	-2.441620348390142e-05	1.676626443137306e-02	4.055726654590401e+03	1.717093030075003e+04	2.048867389934061e+04	-2.900758233394312e-01	5.800007935802449e+00	2.731367319886402e-01	6.102379584792283e+02
2.806481250000000e+01	4.243820375318674e+02	1.998858239779904e+01	-2.404051690929179e-05	1.442416771440042e-02	4.376010149630459e+03	1.760780703249812e+04	2.123741198802677e+04	-2.948784129068409e-01	-2.228153966795001e+00	2.774981830795125e-01	6.196028500086425e+02
2.831427750000000e+01	4.308319092406699e+02	2.011322419926269e+01	-2.368061262487808e-05	1.211026118470047e-02	4.693773861081075e+03	1.805248938584045e+04	2.199144822806587e+04	-2.995767930879337e-01	-1.040465354512527e+01	2.818299945343834e-01	6.289852206540498e+02
2.856374250000000e+01	4.371878189894533e+02	2.023607924992278e+01	-2.333633991147133e-05	9.828761652527768e-03	5.007681467301715e+03	1.850405473824851e+04	2.274852506489206e+04	-3.040973063003649e-01	-1.871183214553598e+01	2.860717623932219e-01	6.383732340452988e+02
2.881320750000000e+01	4.434374984653676e+02	2.035696280752059e+01	-2.300744430567033e-05	7.583499562787451e-03	5.316502176522377e+03	1.896161756959210e+04	2.350652719410939e+04	-3.086062929030224e-01	-2.713195233084188e+01	2.902195190591143e-01	6.477540779712731e+02
2.906267250000000e+01	4.495691101448156e+02	2.047569879276450e+01	-2.063951506308328e-05	5.378340643425408e-03	5.619111788007010e+03	1.942425290485736e+04	2.426340631432539e+04	-3.051368050315261e-01	-3.564561932498940e+01	2.939368932879458e-01	6.570525107833723e+02
2.931213750000000e+01	4.555652287719976e+02	2.059200339940278e+01	-2.036785916624443e-05	3.219241424929087e-03	5.914161846790083e+03	1.989053530316119e+04	2.501639046428541e+04	-3.095005531205628e-01	-4.422358753111290e+01	2.978169722329914e-01	6.662620571471621e+02
2.956160250000000e+01	4.614098506722268e+02	2.070562020941071e+01	-2.010986199577555e-05	1.111631390066596e-03	6.200466591575022e+03	2.035904110402648e+04	2.576287149286748e+04	-3.139013351895723e-01	-5.283652936600529e+01	3.016232980552689e-01	6.753675414027027e+02
2.981106750000000e+01	4.670890166869470e+02	2.081633004191400e+01	-1.986535347424628e-05	-9.394799747246630e-04	6.477020237175954e+03	2.082839970794404e+04	2.650047377335410e+04	-3.182643860993398e-01	-6.145468326781455e+01	3.053834587767364e-01	6.844052615448380e+02
3.006053250000000e+01	4.723393409655451e+02	2.091908468543519e+01	-1.964453860939898e-05	-2.840386237125196e-03	6.739700654859113e+03	2.127628211140494e+04	2.720276937754366e+04	-3.221720791063322e-01	-6.966320378678175e+01	3.087601119432641e-01	6.933794540835195e+02
3.030999750000000e+01	4.770555982698939e+02	2.101192493574733e+01	-1.945033880688549e-05	-4.553634860090978e-03	6.983624735570701e+03	2.169226332422729e+04	2.785445708492589e+04	-3.257681562397463e-01	-7.726327052173093e+01	3.118929449851693e-01	7.022715415724828e+02
3.055946250000000e+01	4.812799623523175e+02	2.109572704245645e+01	-1.927961631860377e-05	-6.091215516320947e-03	7.205149013402643e+03	2.207809860579473e+04	2.845364357783073e+04	-3.287777020042741e-01	-8.426702770673157e+01	3.147112449027972e-01	7.110587376096892e+02
3.080892750000000e+01	4.850543653590863e+02	2.117130935988422e+01	-1.912959387356684e-05	-7.464657957029765e-03	7.400528037811509e+03	2.243554387492967e+04	2.899833491581838e+04	-3.314576031447008e-01	-9.068802479002892e+01	3.171194351887269e-01	7.197250671978250e+02
3.105839250000000e+01	4.884209552165458e+02	2.123945908496023e+01	-1.899861760013364e-05	-8.685483163822559e-03	7.566228204892497e+03	2.276646661323275e+04	2.948686084221796e+04	-3.339812416038835e-01	-9.654326535775114e+01	3.192849381763102e-01	7.282579376970974e+02
3.130785750000000e+01	4.914235157659758e+02	2.130097623850918e+01	-1.888314796951310e-05	-9.765986783227676e-03	7.699470307577391e+03	2.307305568062994e+04	2.991862730692328e+04	-3.361705011903962e-01	-1.018571312360721e+02	3.211486414576690e-01	7.366442225447812e+02
3.155732250000000e+01	4.941054629803769e+02	2.135664649789069e+01	-1.878065242979569e-05	-1.071870923366433e-02	7.798124665830355e+03	2.335769816199536e+04	3.029388829456479e+04	-3.381976123348661e-01	-1.066593906002563e+02	3.228394464798188e-01	7.448718217323863e+02
3.180678750000000e+01	4.965104564695891e+02	2.140726480963809e+01	-1.868968285155758e-05	-1.155688083970333e-02	7.861047372676898e+03	2.362310069181771e+04	3.061420328015439e+04	-3.400907785994131e-01	-1.109875858289165e+02	3.244069049965383e-01	7.528461053880524e+02
3.205625250000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	7.604780722668748e+02
3.230571750000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	7.676209621367491e+02
3.255518250000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	7.741362331754948e+02
3.280464750000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	7.801044987127916e+02
3.305411250000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	7.858524448555909e+02
3.330357750000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	7.913656821528218e+02
3.355304250000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	7.966130597185660e+02
3.380250750000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	8.016162711404339e+02
3.405197250000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	8.063748755999193e+02
3.430143750000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	8.108903282728618e+02
3.455090250000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	8.152058343501329e+02
3.480036750000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	8.194126753629812e+02
3.504983250000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	8.235872812443437e+02
3.529929750000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	8.277601131524934e+02
3.554876250000000e+01	4.966387651031460e+02	2.141001601867638e+01	-1.868485429640309e-05	-1.161064945324431e-02	7.883472151068784e+03	2.363765504608929e+04	3.065117015210232e+04	-3.401461260989999e-01	-1.112718890914568e+02	3.244617247455370e-01	8.319338720467787e+02
3.579822750000000e+01	4.966396390784026e+02	2.141004133872703e+01	-1.868482141521712e-05	-1.161142712862850e-02	7.883484833283184e+03	2.363783615904473e+04	3.065136360520277e+04	-3.401457416263498e-01	-1.112774462307000e+02	3.244619196148569e-01	8.361108251672109e+02
3.604769250000000e+01	4.966496517915575e+02	2.141033644132463e+01	-1.868444471957964e-05	-1.162032746681985e-02	7.883638875974297e+03	2.363998354955107e+04	3.065366109501111e+04	-3.401454444991889e-01	-1.113421491068009e+02	3.244666149098305e-01	8.402959157256934e+02
3.629715750000000e+01	4.966730301622683e+02	2.141103716312807e+01	-1.868356524385098e-05	-1.164066467463720e-02	7.884019951425023e+03	2.364516934170674e+04	3.065921860616530e+04	-3.401454540308842e-01	-1.114925148250065e+02	3.244826171032446e-01	8.444985962233611e+02
